metric,mean,median
tracking_presence_rate,0.9479477611940299,1.0
mae_range_m,0.5223301784682365,0.533243796473932
dropout_rate,0.05205223880597015,0.0
extra_track_rate,0.0,0.0
tid_switch_count,0.0,0.0
tracking_score,80.56313378915034,81.21586821803376
